X.locale,Address.City,Address.County,Address.FormattedAddress,Address.IntersectionDescription,Address.Latitude,Address.Longitude,Address.Subdivision,ID,IsDaylightSavingsTimeRecognized,LocationMilestones.OpenDate,Market,Name,OperatingHours..timeFormat,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,SubTypeDescription,TimeZone.TimeZoneCode,TimeZone.TimeZoneDescription,TimeZone.TimeZoneOffset.OffsetCode,TimeZone.TimeZoneOffset.OffsetHours,TypeCode,PhoneNumber,FaxNumber,BeginTime.MF,Is24Hours.MF,IsOpen.MF,Summary.MF,ThruTime.MF,BeginTime.Sat,Is24Hours.Sat,IsOpen.Sat,Summary.Sat,ThruTime.Sat,BeginTime.Sun,Is24Hours.Sun,IsOpen.Sun,Summary.Sun,ThruTime.Sun
en-US,North Las Vegas,Clark,"7090 N 5th St, North Las Vegas, NV 89084-1333",SEC 215 Beltway & N 5th St,36.288669,-115.133095,NV,2497,TRUE,2009-03-04T12:00:00,RG2,N Las Vegas Deer SP,12-hour,373,390,300,,PST,Pacific Std Time,UTC,-8,STR,(702) 216-4501,(702) 216-4511,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Las Vegas,Clark,"3550 S Rainbow Blvd, Las Vegas, NV 89103-1004",SEC Spring Mountain & Rainbow,36.124402,-115.241548,NV,850,TRUE,1993-07-21T12:00:00,RG2,West Las Vegas,12-hour,373,390,300,,PST,Pacific Std Time,UTC,-8,STR,(702) 253-5151,(702) 570-4151,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Saint George,Washington,"275 S River Rd, Saint George, UT 84790-2116",NEC River Rd & 500 South St,37.102987,-113.554468,UT,1357,TRUE,2001-07-25T12:00:00,RG2,St George,12-hour,373,390,300,,MST,Mountain Std Time,UTC,-7,STR,(435) 627-2030,(435) 817-4585,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Las Vegas,Clark,"6371 N Decatur Blvd, Las Vegas, NV 89130-8001",SWC Hwy 215 & N Decatur Blvd,36.272988,-115.209482,NV,2569,TRUE,2009-07-22T12:00:00,RG2,Las Vegas N Decatur,12-hour,373,390,300,,PST,Pacific Std Time,UTC,-8,STR,(702) 515-8540,(702) 515-8550,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Las Vegas,Clark,"3210 N Tenaya Way, Las Vegas, NV 89129-6239",NEC Cheyenne & Tenaya Way,36.219536,-115.24983,NV,826,TRUE,1992-10-07T12:00:00,RG2,Las Vegas NW,12-hour,373,390,300,,PST,Pacific Std Time,UTC,-8,STR,(702) 645-5440,(702) 570-4024,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Las Vegas,Clark,"8750 W Charleston Blvd, Las Vegas, NV 89117-5452",NEC Charleston Blvd & Rampart,36.161086,-115.287134,NV,1207,TRUE,1999-07-21T12:00:00,RG2,Las Vegas Boca Park,12-hour,373,390,300,,PST,Pacific Std Time,UTC,-8,STR,(702) 933-2300,(702) 570-4127,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Las Vegas,Clark,"4155 S Grand Canyon Dr, Las Vegas, NV 89147-7123",SWC I-215 & Flamingo Rd,36.114471,-115.311127,NV,1524,TRUE,2003-03-05T12:00:00,ESF,Las Vegas Far SW,12-hour,380,390,300,,PST,Pacific Std Time,UTC,-8,STR,(702) 251-0330,(702) 998-3646,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Las Vegas,Clark,"6480 Sky Pointe Dr, Las Vegas, NV 89131-4038",NEC US 95 & Centennial Pkwy,36.280438,-115.263741,NV,1462,TRUE,2002-07-24T12:00:00,RG2,Las Vegas Far NW,12-hour,373,390,300,,PST,Pacific Std Time,UTC,-8,STR,(702) 839-1591,(702) 824-9254,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,La Quinta,Riverside,"78935 US Hwy 111, La Quinta, CA 92253-2072",SEC Washington St & Hwy 111,33.708582,-116.289698,CA,1867,TRUE,2004-03-03T12:00:00,RG2,La Quinta,12-hour,205,292,200,,PST,Pacific Std Time,UTC,-8,STR,(760) 564-0492,(760) 972-3625,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Palm Desert,Riverside,"72549 Highway 111, Palm Desert, CA 92260-3306",SWC Fred Waring Dr & Rte 111,33.724327,-116.403427,CA,940,TRUE,1995-03-08T12:00:00,RG2,Palm Desert,12-hour,205,292,200,,PST,Pacific Std Time,UTC,-8,STR,(760) 341-9307,(760) 469-8826,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Cathedral City,Riverside,"67750 E Palm Canyon Dr, Cathedral City, CA 92234-5441",NEC Hwy 111 & Creek Rd,33.789552,-116.481456,CA,307,TRUE,1987-07-22T12:00:00,RG2,Palm Springs,12-hour,205,292,200,,PST,Pacific Std Time,UTC,-8,STR,(760) 321-7425,(760) 904-6736,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Apple Valley,San Bernardino,"20288 US Highway 18, Apple Valley, CA 92307-2937",SEC Hwy 18 & Thunderbird Rd,34.527472,-117.217228,CA,2260,TRUE,2007-07-25T12:00:00,RG2,Apple Valley North,12-hour,248,292,200,SuperTarget,PST,Pacific Std Time,UTC,-8,STR,(760) 240-7654,(760) 240-7765,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Apple Valley,San Bernardino,"19201 Bear Valley Rd, Apple Valley, CA 92308-6763",SWC Apple Vly & Bear Vly Rd,34.469177,-117.243953,CA,939,TRUE,1994-10-05T12:00:00,RG2,Apple Valley,12-hour,248,292,200,,PST,Pacific Std Time,UTC,-8,STR,(760) 247-4111,(760) 810-4144,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Hesperia,San Bernardino,"12795 Main St, Hesperia, CA 92345-9110",SWC I-15 & Main St,34.425036,-117.383994,CA,2468,TRUE,2008-10-08T12:00:00,RG2,Hesperia,12-hour,248,292,200,SuperTarget,PST,Pacific Std Time,UTC,-8,STR,(760) 949-3062,(760) 949-3128,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,San Bernardino,San Bernardino,"2380 Sterling Ave, San Bernardino, CA 92404-4624",NWC N Sterling & Highland Aves,34.138128,-117.24501,CA,297,TRUE,1987-07-22T12:00:00,RG2,San Bernardino,12-hour,248,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 881-2671,(909) 475-3351,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Redlands,San Bernardino,"27320 W Lugonia Ave, Redlands, CA 92374-2041",NEC Alabama & Lugonia Ave,34.071916,-117.206907,CA,1869,TRUE,2004-03-03T12:00:00,RG2,Redlands,12-hour,248,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 307-1602,(909) 363-4815,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Hemet,Riverside,"3527 W Florida Ave, Hemet, CA 92545-3564",SWC Florida Ave & Sanderson Av,33.745886,-117.008866,CA,761,TRUE,1995-10-04T12:00:00,RG2,Hemet,12-hour,205,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 652-9585,(951) 306-3603,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Moreno Valley,Riverside,"27100 Eucalyptus Ave, Moreno Valley, CA 92555-4522",SEC Hwy 60 & Nason St,33.937658,-117.189116,CA,2309,TRUE,2007-07-25T12:00:00,RG2,Moreno Valley East,12-hour,232,292,200,SuperTarget,PST,Pacific Std Time,UTC,-8,STR,(951) 571-8014,(951) 571-8024,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,San Bernardino,San Bernardino,"499 W Orange Show Rd, San Bernardino, CA 92408-2029",SEC Orangeshow Rd & South St,34.078716,-117.291844,CA,188,TRUE,1983-04-13T12:00:00,RG2,Orange Show,12-hour,248,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 381-3391,(909) 521-3758,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Riverside,Riverside,"2755 Canyon Springs Pkwy, Riverside, CA 92507-0932",SWC Canyon Springs Pkwy & Day St,33.938916,-117.28174,CA,1843,TRUE,2003-10-08T12:00:00,RG2,Riverside SE,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 697-6778,(951) 571-8709,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Fontana,San Bernardino,"15272 Summit Ave, Fontana, CA 92336-0231",NEC I-15 & Summit Ave,34.152152,-117.472963,CA,1958,TRUE,2005-03-02T12:00:00,RG2,Fontana North,12-hour,248,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 463-9872,(909) 689-4189,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Menifee,Riverside,"30340 Haun Rd, Menifee, CA 92584-6806",SWC I-215 & Newport Rd,33.680105,-117.172837,CA,2471,TRUE,2008-10-08T12:00:00,RG2,Menifee,12-hour,205,292,200,SuperTarget,PST,Pacific Std Time,UTC,-8,STR,(951) 723-6151,(951) 723-6162,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00
en-US,Fontana,San Bernardino,"16964 Slover Ave, Fontana, CA 92337-7556",SEC Sierra & I-10,34.064981,-117.434569,CA,660,TRUE,1992-03-11T12:00:00,RG2,Fontana,12-hour,248,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 356-4242,(909) 320-5283,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Riverside,Riverside,"3333 Arlington Ave, Riverside, CA 92506-3252",NEC Arlington Ave & McMahon St,33.947388,-117.382433,CA,291,TRUE,1987-09-09T12:00:00,RG2,Riverside Arlington,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 784-6430,(951) 241-8578,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Murrieta,Riverside,"27818 Clinton Keith Rd, Murrieta, CA 92562-8554",NWC I-215 & Clinton Keith Rd,33.603888,-117.173596,CA,2499,TRUE,2009-07-22T12:00:00,RG2,Murrieta North,12-hour,205,292,200,SuperTarget,PST,Pacific Std Time,UTC,-8,STR,(951) 704-1123,(951) 704-1133,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Grand Junction,Mesa,"2424 Highway 6 and 50 Ste C, Grand Junction, CO 81505-1103",NEC Hwy 6 & 24 Rd,39.09287,-108.601179,CO,93,TRUE,1980-10-28T12:00:00,RG2,Grand Junction,12-hour,179,197,100,,MST,Mountain Std Time,UTC,-7,STR,(970) 245-8056,(970) 361-3941,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00
en-US,Montrose,Montrose,"3530 Wolverine Dr, Montrose, CO 81401-4952",NWC US 550 & Otter Rd,38.443756,-107.86855,CO,2343,TRUE,2007-10-10T12:00:00,RG2,Montrose,12-hour,179,197,100,,MST,Mountain Std Time,UTC,-7,STR,(970) 497-8980,(970) 497-8990,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00
en-US,Orem,Utah,"175 W Center St, Orem, UT 84057-4607",SWC Center St & Orem Blvd,40.2959,-111.699239,UT,1754,TRUE,1997-03-05T12:00:00,RG2,Orem State Street,12-hour,178,197,100,SuperTarget,MST,Mountain Std Time,UTC,-7,STR,(801) 224-6007,(801) 851-5156,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00
en-US,American Fork,Utah,"608 W Main St, American Fork, UT 84003-9762",NEC I-15 & W Main St,40.378504,-111.815253,UT,1814,TRUE,2003-07-23T12:00:00,RG2,American Fork,12-hour,178,197,100,,MST,Mountain Std Time,UTC,-7,STR,(801) 756-5449,(801) 216-3148,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Temecula,Riverside,"29676 Rancho California Rd, Temecula, CA 92591-5283",NEC Rancho CA Rd & Ynez Rd,33.506295,-117.146352,CA,359,TRUE,1989-02-15T12:00:00,RG2,Rancho California,12-hour,205,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 676-2668,(951) 294-5773,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Murrieta,Riverside,"41040 California Oaks Rd, Murrieta, CA 92562-5749",SEC I-15 & Calif Oaks Blvd,33.565642,-117.203908,CA,1283,TRUE,2000-07-19T12:00:00,RG2,Murrieta,12-hour,205,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 696-7527,(951) 704-7655,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Riverside,Riverside,"3520 Tyler St, Riverside, CA 92503-4175",NWC Tyler Ave & Hwy 91,33.906912,-117.459627,CA,212,TRUE,1983-10-12T12:00:00,RG2,Riverside,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 351-8271,(951) 324-5850,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Rancho Cucamonga,San Bernardino,"10576 Foothill Blvd, Rancho Cucamonga, CA 91730-3890",NEC Foothill Blvd & Haven Ave,34.108229,-117.573899,CA,301,TRUE,1990-03-28T12:00:00,RG2,Rancho Cucamonga,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 948-9952,(909) 285-3352,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00
en-US,Ontario,San Bernardino,"4200 E 4th St, Ontario, CA 91764-5250",SWC 4th St & Milliken Ave,34.0758,-117.561778,CA,2245,TRUE,2007-03-07T12:00:00,RG2,Ontario,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 579-3040,(909) 285-3088,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Lake Elsinore,Riverside,"18287 Collier Ave, Lake Elsinore, CA 92530-2755",NWC Central St & Collier Ave,33.689146,-117.341996,CA,2195,TRUE,2006-10-04T12:00:00,RG2,Lake Elsinore,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 674-2620,(951) 674-8310,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Mira Loma,Riverside,"12471 Limonite Ave, Mira Loma, CA 91752-2457",NWC Limonite Ave & I-15,33.977914,-117.553818,CA,1961,TRUE,2005-07-20T12:00:00,RG2,Eastvale,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 256-5261,(951) 268-3534,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Upland,San Bernardino,"1931 Campus Ave, Upland, CA 91784-1667",SEC Campus Ave & I-210,34.133189,-117.641221,CA,1834,TRUE,2005-03-02T12:00:00,RG2,Upland,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 985-0348,(909) 285-3260,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Corona,Riverside,"2615 Tuscanny St, Corona, CA 92881-4631",NEC I-15 & Cajalco Canyon Rd,33.826266,-117.516614,CA,1548,TRUE,2003-07-23T12:00:00,RG2,Corona,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 277-3075,(951) 268-3623,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Norco,Riverside,"1290 Hamner Ave, Norco, CA 92860-3117",SWC Hamner Ave & 1st St,33.900756,-117.564353,CA,736,TRUE,1995-10-04T12:00:00,RG2,Norco,12-hour,232,292,200,,PST,Pacific Std Time,UTC,-8,STR,(951) 371-1872,(951) 268-3748,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Montclair,San Bernardino,"9052 Central Ave, Montclair, CA 91763-1621",NWC Central Ave & Moreno St,34.089834,-117.690544,CA,1423,TRUE,2002-07-24T12:00:00,RG2,Montclair,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 624-5717,(909) 451-0654,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Chino,San Bernardino,"5555 Philadelphia St, Chino, CA 91710-2481",NEC St Hwy 60 & Central Ave,34.032494,-117.682043,CA,258,TRUE,1987-02-18T12:00:00,RG2,Chino,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 627-8433,(909) 270-4200,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,La Verne,Los Angeles,"2462 Foothill Blvd, La Verne, CA 91750-3056",SEC Foothill Blvd & White Ave,34.11006,-117.759886,CA,226,TRUE,1985-07-24T12:00:00,RG2,Laverne,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 593-2421,(909) 451-0695,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Chino,San Bernardino,"3944 Grand Ave, Chino, CA 91710-5422",NWC Pipeline Ave & Grand Ave,34.001494,-117.718243,CA,912,TRUE,1994-07-20T12:00:00,RG2,Chino Hills,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 465-5804,(909) 270-4709,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Pomona,Los Angeles,"701 Rio Rancho Road, Pomona, CA 91766",NEC Rio Rancho & Auto Center Dr,34.034637,-117.756544,CA,2831,TRUE,2013-10-09T12:00:00,RG2,Pomona,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 634-3151,(909) 634-3161,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
en-US,Escondido,San Diego,"1280 Auto Park Way, Escondido, CA 92029-2231",NEC Auto Pkwy S & Valley Pkwy,33.113107,-117.099632,CA,274,TRUE,1987-10-07T12:00:00,RG2,Escondido,12-hour,231,296,200,,PST,Pacific Std Time,UTC,-8,STR,(760) 489-6119,(760) 705-3493,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-12:00 a.m.,0:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Escondido,San Diego,"280 E Via Rancho Pkwy, Escondido, CA 92025-8005",NEC I-15 & E. Via Rancho Parkway,33.069927,-117.065291,CA,2802,TRUE,2012-10-10T12:00:00,RG2,Escondido South,12-hour,231,296,200,,PST,Pacific Std Time,UTC,-8,STR,(760) 705-9019,(760) 705-9029,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00
en-US,San Dimas,Los Angeles,"888 W Arrow Hwy, San Dimas, CA 91773-2495",SWC I-210 & Arrow Hwy,34.104422,-117.823254,CA,767,TRUE,1997-03-05T12:00:00,RG2,San Dimas,12-hour,206,292,200,,PST,Pacific Std Time,UTC,-8,STR,(909) 394-0335,(909) 451-0672,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00
en-US,Vista,San Diego,"1751 University Dr, Vista, CA 92083-7775",NWC Hwy 78 & Sycamore Ave,33.169156,-117.214363,CA,1040,TRUE,1997-03-05T12:00:00,RG2,Vista,12-hour,261,296,200,,PST,Pacific Std Time,UTC,-8,STR,(760) 941-0220,(760) 666-6298,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00
