X.locale,Address.City,Address.County,Address.FormattedAddress,Address.IntersectionDescription,Address.Latitude,Address.Longitude,Address.Subdivision,LocationMilestones.OpenDate,Market,Name,Store.StoreDistrictID,Store.StoreGroupID
en-US,Columbia,Howard,"6111 Dobbin Rd, Columbia, MD 21045-5802",SEC Rte 175 & Dobbin Rd,39.196971,-76.813483,MD,1996-10-02T12:00:00,RG4,Columbia,448,499
en-US,Gambrills,Anne Arundel,"2384 BRANDERMILL BLVD, Gambrills, MD 21054",NWC MD3/Brickhead Rd,39.0341,-76.684,MD,2012-03-07T12:00:00,RG4,Crofton,415,499
en-US,Laurel,Anne Arundel,"3343 Corridor Marketplace, Laurel, MD 20724-2378",SWC Rte 295 & Rte 198,39.096991,-76.809663,MD,1996-07-24T12:00:00,RG4,Laurel,448,499
en-US,Bowie,Prince George's,"4600 Mitchellville Rd, Bowie, MD 20716-3110",SWC US 301 & Rte 50,38.952326,-76.722322,MD,1996-07-24T12:00:00,RG4,Bowie,415,499
en-US,Bowie,Prince George's,"10401 Martin Luther King Jr Hwy, Bowie, MD 20720-4201",SEC SR 450 & Lottsford Vista Rd,38.953917,-76.824625,MD,2006-07-19T12:00:00,RG4,Lanham,412,499
en-US,Greenbelt,Prince George's,"6100 Greenbelt Rd, Greenbelt, MD 20770-4063",NEC Greenbelt Rd/Rte 193 & Cherrywood Ln,38.998652,-76.906711,MD,2000-10-04T12:00:00,RG4,Greenbelt,412,499
en-US,Silver Spring,Montgomery,"12000 Cherry Hill Rd, Silver Spring, MD 20904-1985",SEC Broadbirch & Cherry Hill,39.052045,-76.95646,MD,1998-07-22T12:00:00,RG4,Silver Spring,448,499
en-US,Upper Marlboro,Prince George's,"10500 Campus Way S, Upper Marlboro, MD 20774-1309",NEC Rte 202 & Rte 214,38.896156,-76.826762,MD,1996-07-24T12:00:00,RG4,Largo,412,499
en-US,Salisbury,Wicomico,"125 E North Pointe Dr, Salisbury, MD 21804-2283",NEC US 13 & Hampshire Rd,38.415965,-75.560247,MD,1999-10-06T12:00:00,RG4,Salisbury,415,499
en-US,College Park,Prince George's,"7501 Baltimore Ave, College Park, MD 20740",SEC Baltimore and College Ave,38.982252,-76.937615,MD,2015-07-22T12:00:00,,College Park,412,499
en-US,Hyattsville,Prince George's,"3500 East West Hwy Ste 1200, Hyattsville, MD 20782-5003",NWC Rt 410 & Belcrest Rd,38.968075,-76.955453,MD,2004-10-06T12:00:00,RG4,Prince Georges Plaza,412,499
en-US,Silver Spring,Montgomery,"11160 Veirs Mill Rd, Silver Spring, MD 20902-2538",SWC University Blvd & Viers Mill Rd,39.036286,-77.05633,MD,2002-07-24T12:00:00,RG4,Wheaton,448,499
en-US,District Heights,Prince George's,"3101 Donnell Dr, District Heights, MD 20747-3204",NWC Pennsylvania Ave & Donnell Dr,38.848636,-76.886439,MD,2004-10-06T12:00:00,RG4,Forestville,412,499
en-US,Rockville,Montgomery,"5700 Bou Ave, Rockville, MD 20852-1663",NEC Rockville Pike & Randolph Rd,39.056591,-77.114947,MD,2005-03-02T12:00:00,RG4,Rockville,448,499
en-US,Washington,District of Columbia,"3100 14th St NW, Washington, DC 20010-2444",NWC Irving St NW & 14th St NW,38.929275,-77.032746,DC,2008-03-05T12:00:00,BTC,Columbia Heights,412,499
en-US,Germantown,Montgomery,"20908 Frederick Rd, Germantown, MD 20876-4134",SWC Rte 355 & Rte 27,39.198922,-77.248722,MD,1996-07-24T12:00:00,RG4,Germantown,448,499
en-US,Bethesda,Montgomery,"6831 Wisconsin Ave, Bethesda, MD 20815-6122",SEC Wisconsin Ave & Stanford Ave,38.978419,-77.090702,MD,2017-04-05T12:00:00,,Bethesda,448,499
en-US,Gaithersburg,Montgomery,"25 Grand Corner Ave, Gaithersburg, MD 20878-7305",SWC I-270 & I-370,39.118834,-77.20236,MD,1999-07-21T12:00:00,ENE,Gaithersburg,448,499
en-US,Rosslyn,Arlington,"1500 Wilson Blvd, Rosslyn, VA 22209-2458",SWC Wilson Blvd and N Oak St,38.8946,-77.0743,VA,2015-10-07T12:00:00,,Rosslyn,412,499
en-US,Frederick,Frederick,"5437 Urbana Pike, Frederick, MD 21704-7275",NEC Rte 355 & Holiday Drive,39.38227,-77.397979,MD,1998-07-22T12:00:00,RG4,Frederick,448,499
en-US,Alexandria,Alexandria,"3101 Jefferson Davis Hwy, Alexandria, VA 22305-3042",SEC Rte 120 & US 1,38.833904,-77.050005,VA,1997-10-08T12:00:00,RG4,Alexandria,412,499
en-US,Brandywine,Prince George's,"15922 Crain Hwy SE, Brandywine, MD 20613-8000",NEC US Rte 301 & Matapeake Business Dr,38.672451,-76.873173,MD,2008-10-08T12:00:00,RG4,Brandywine,415,499
en-US,Falls Church,Fairfax,"5115 Leesburg Pike, Falls Church, VA 22041-3207",SWC Rt 7 & S George Mason Dr,38.844672,-77.118418,VA,2004-10-06T12:00:00,ESF,Skyline,412,499
en-US,Falls Church,Fairfax,"6100 Arlington Blvd, Falls Church, VA 22044-2901",NEC US 50 & Patrick Henry Dr,38.868047,-77.142045,VA,2002-10-09T12:00:00,RG4,Falls Church,441,499
en-US,Falls Church,Fairfax,"500 S. Washington St, Falls Church, VA 22046",NWC Washington St and Tinner Hilll Rd,38.879821,-77.176845,VA,2018-03-07T12:00:00,,Falls Church Tinner Hill,412,499
en-US,Alexandria,Fairfax,"6600 Richmond Hwy, Alexandria, VA 22306-6601",NWC US 1 & Southgate Dr,38.776005,-77.082404,VA,2003-10-08T12:00:00,RG4,Alexandria Hybla Valley,441,499
en-US,Waldorf,Charles,"3300 Western Pkwy, Waldorf, MD 20603-4582",NEC St Patrick's Dr & Western Av,38.621217,-76.922799,MD,1996-07-24T12:00:00,ENE,Waldorf,415,499
en-US,Fairfax,Fairfax,"2905 District Ave S, Fairfax, VA 22031",SEC Lee Highway & Eskridge RD.,38.872567,-77.229434,VA,2012-10-10T12:00:00,ESF,Merrifield,441,499
en-US,Chambersburg,Franklin,"913 Norland Ave, Chambersburg, PA 17201-4213",NWC Walker Rd & Norland Ave,39.941493,-77.627834,PA,2007-03-07T12:00:00,ENE,Chambersburg,431,493
en-US,Springfield,Fairfax,"6600 Springfield Mall, Springfield, VA 22150-1712",SWC I-95 & Hwy 644,38.775617,-77.173564,VA,2002-03-06T12:00:00,RG4,Springfield,441,499
en-US,Sterling,Loudoun,"46201 Potomac Run Plz, Sterling, VA 20164-6609",SWC Rte 7 & Cascades Pkwy,39.026292,-77.40061,VA,1996-07-24T12:00:00,RG4,Sterling,441,499
en-US,Reston,Fairfax,"12197 Sunset Hills Rd, Reston, VA 20190-3208",NEC Rte 267 & Fairfax Cty Pkwy,38.95471,-77.369927,VA,1997-07-23T12:00:00,RG4,Reston,441,499
en-US,Sterling,Loudoun,"45130 Columbia Pl, Sterling, VA 20166-2500",NWC State Hwy 28 & Waxpool Rd,39.009216,-77.439655,VA,2007-07-25T12:00:00,RG4,Dulles,441,499
en-US,California,St. Mary's,"45155 First Colony Way, California, MD 20619-2416",SEC Rt 235 & Rte 4,38.297683,-76.513826,MD,2000-03-01T12:00:00,RG4,Lexington Park,415,499
en-US,La Plata,Charles,"60 Shining Willow Way, La Plata, MD 20646-4224",NEC Hwy 301 & Hawthorne Rd,38.541484,-76.982492,MD,2007-07-25T12:00:00,RG4,LaPlata,415,499
en-US,Leesburg,Loudoun,"1200 Edwards Ferry Rd, Leesburg, VA 20176-3318",NEC US Hwy 15 & Edwards Ferry Rd,39.115638,-77.534723,VA,2004-07-21T12:00:00,RG4,Leesburg,441,499
en-US,Fairfax,Fairfax,"10301 New Guinea Rd, Fairfax, VA 22032-3268",NWC Guinea Rd & New Guinea Rd,38.798687,-77.301682,VA,1997-10-08T12:00:00,BTC,Fairfax,466,499
en-US,Fairfax,Fairfax,"13047 Fair Lakes Shopping Ctr, Fairfax, VA 22033-5179",NWC I-66 & Fairfax Cty Pkwy,38.855688,-77.392918,VA,2001-07-25T12:00:00,RG4,Fair Lakes,466,499
en-US,Hagerstown,Washington,"17213 Cole Rd, Hagerstown, MD 21740-6981",SEC I-81 & Cole Rd,39.620301,-77.772574,MD,2000-03-01T12:00:00,RG4,Hagerstown,448,499
en-US,Chantilly,Fairfax,"14391 Chantilly Crossing Ln, Chantilly, VA 20151-2118",SWC US 50 & Rte 28,38.8952,-77.445838,VA,2003-10-08T12:00:00,RG4,Chantilly,441,499
en-US,Woodbridge,Prince William,"2460 Prince William Pkwy, Woodbridge, VA 22192-4148",NEC Prince Wlm Pkwy & Telegraph,38.654476,-77.288786,VA,1996-03-06T12:00:00,RG4,Potomac Mills,466,499
en-US,Dumfries,Prince William,"4310 Fortuna Center Plz, Dumfries, VA 22025-1538",SEC Hwy 234 & Stockbridge Dr,38.597376,-77.33311,VA,2005-10-05T12:00:00,RG4,Dumfries,466,499
en-US,Manassas,Prince William,"9900 Sowder Village Sq, Manassas, VA 20109-5464",NWC State Hwy 28 & Hornbaker Road,38.739441,-77.532044,VA,2008-03-05T12:00:00,RG4,Manassas West,466,499
en-US,Gainesville,Prince William,"13301 Gateway Center Dr, Gainesville, VA 20155-2984",SEC Linton Hall Rd & US Hwy 29,38.79473,-77.606751,VA,2004-07-21T12:00:00,RG4,Gainesville,466,499
en-US,Martinsburg,Berkeley,"436 Retail Commons Pkwy, Martinsburg, WV 25403-6183",SWC I-81 & SR 45,39.437745,-77.991967,WV,2009-07-22T12:00:00,RG4,Martinsburg,457,499
en-US,Stafford,Stafford,"1090 Stafford Market Pl, Stafford, VA 22556-4523",NWC I-95 & Rt 610,38.468742,-77.408662,VA,2004-03-03T12:00:00,RG4,Stafford,466,499
en-US,State College,Centre,"201 W Beaver Ave, State College, PA 16801",SEC S Fraser & Beaver Ave,40.7925,-77.8618,PA,2016-10-05T12:00:00,,State College University Campus,430,498
en-US,State College,Centre,"315 Colonnade Blvd, State College, PA 16803-2321",NEC Atherton Rd & Fairwood Ln,40.812571,-77.906703,PA,2000-10-04T12:00:00,,State College,430,498
en-US,Winchester,Frederick,"191 Market St, Winchester, VA 22603-4750",NEC I-81 & US Hwy 11,39.221962,-78.135246,VA,2008-07-23T12:00:00,RG4,Winchester North,457,499
en-US,Fredericksburg,Stafford,"25 S Gateway Dr, Fredericksburg, VA 22406-1228",NWC US Rte 17 & Stanstead Rd,38.3448,-77.4932,VA,2007-10-10T12:00:00,RG4,Stafford South,466,499
en-US,Winchester,Winchester City,"2340 Legge Blvd, Winchester, VA 22601-7008",SWC I-81 & Rte 50 @ Adams Dr,39.154246,-78.16744,VA,1999-10-06T12:00:00,RG4,Winchester,457,499
en-US,Fredericksburg,Fredericksburg City,"1180 Carl D Silver Pkwy, Fredericksburg, VA 22401-4913",NWC I-95 & Rte 3,38.299852,-77.512493,VA,1996-03-06T12:00:00,RG4,Fredericksburg,466,499
en-US,Fredericksburg,Spotsylvania,"9785 Jefferson Davis Hwy, Fredericksburg, VA 22407-9406",SEC US 1 & US Hwy 17,38.224917,-77.501837,VA,2006-07-19T12:00:00,RG4,Fredericksburg S,466,499
en-US,Front Royal,Warren,"10 Crooked Run Plaza, Front Royal, VA 22630-7004",NWC I-66 & Winchester Rd,38.9635,-78.1924,VA,2007-07-25T12:00:00,RG4,Front Royal,457,499
en-US,Altoona,Blair,"153 Sierra Dr, Altoona, PA 16601-9341",SEC Plank Rd & Today's Living,40.459301,-78.40602,PA,1998-10-07T12:00:00,ENE,Altoona,430,498
en-US,Culpeper,Culpeper,"15341 Montanus Dr, Culpeper, VA 22701-2523",SEC Bus. 15/29 & Mantanus Dr,38.48338,-77.966828,VA,2007-03-07T12:00:00,RG4,Culpeper,457,499
en-US,Glen Allen,Henrico,"10100 Brook Rd, Glen Allen, VA 23059-6514",NWC Rte 1 & Stuart Pkwy,37.673607,-77.462599,VA,1996-10-02T12:00:00,RG4,Virginia Center Commons,417,499
en-US,Mechanicsville,Hanover,"7235 Bell Creek Rd, Mechanicsville, VA 23111-3541",NEC I-295 & Cold Harbor Rd,37.600194,-77.350755,VA,2005-03-02T12:00:00,RG4,Mechanicsville,417,499
en-US,Henrico,Henrico,"9001 Staples Mill Rd, Henrico, VA 23228-2022",NEC Staples Mill Rd & E Parham Rd,37.639008,-77.511354,VA,2007-10-10T12:00:00,RG4,Richmond Near NW,417,499
en-US,Williamsburg,York,"200 Marquis Pkwy, Williamsburg, VA 23185-5371",SEC I-64 & State Hwy 199,37.258955,-76.641055,VA,2008-07-23T12:00:00,RG4,Williamsburg East,370,395
en-US,Richmond,Henrico,"4521 S Laburnum Ave, Richmond, VA 23231-2421",SEC I-64 & South Laburnum Ave,37.530964,-77.35611,VA,2008-10-08T12:00:00,RG4,Richmond East,417,499
en-US,Glen Allen,Henrico,"11290 W Broad St, Glen Allen, VA 23060-5815",NEC Broad St & John Rolfe Pkwy,37.65192,-77.605343,VA,1997-03-05T12:00:00,RG4,Richmond NW,417,499
en-US,Richmond,Henrico,"5401 W Broad St, Richmond, VA 23230-2629",SEC Broad St & Libbie Ave,37.586919,-77.500796,VA,1997-03-05T12:00:00,RG4,Richmond Central,417,499
en-US,Williamsburg,James City,"4630 Monticello Ave, Williamsburg, VA 23188-8200",NWC Monticello Ave & News Rd,37.27137,-76.760678,VA,1998-10-07T12:00:00,BTC,Williamsburg,370,395
en-US,Richmond,Richmond City,"7107 Forest Hill Ave, Richmond, VA 23225-1501",SEC Chippenham Pky & Forest Hill,37.535149,-77.52764,VA,2005-03-02T12:00:00,RG4,Forest Hill,417,499
en-US,Newport News,Newport News City,"12130 Jefferson Ave, Newport News, VA 23602-6908",NEC Jefferson & Oyster Pt Rd,37.107827,-76.492272,VA,1997-10-08T12:00:00,RG4,Newport News,370,395
en-US,Richmond,Chesterfield,"11301 Midlothian Tpke, Richmond, VA 23235-4715",SEC Midlothian Tpk & Branchway,37.504046,-77.605104,VA,1997-10-08T12:00:00,RG4,Richmond West,417,499
en-US,Charlottesville,Albemarle,"312 Connor Dr, Charlottesville, VA 22911-5605",NWC US 29 & Timberwood Blvd,38.12851,-78.440993,VA,2005-07-20T12:00:00,RG4,Charlottesville,457,499
en-US,Hampton,Hampton City,"5001 Holt Ave, Hampton, VA 23666-2282",NEC I-64 & Mercury Blvd W,37.042442,-76.392446,VA,2009-07-22T12:00:00,RG4,Hampton,370,395
en-US,Midlothian,Chesterfield,"201 Perimeter Dr, Midlothian, VA 23113-7314",NWC US Rt 60 & State Rt 288,37.51178,-77.692738,VA,2009-03-04T12:00:00,RG4,Richmond Far West,417,499
en-US,Chester,Chesterfield,"2530 Weir Rd, Chester, VA 23831-5350",SEC Rte 1 & Rte 10,37.350281,-77.410429,VA,1996-10-02T12:00:00,RG4,Chester,417,499
en-US,Midlothian,Chesterfield,"4601 Commonwealth Centre Pkwy, Midlothian, VA 23112-2639",SWC Hwy 288 & Hull Street Rd,37.420887,-77.63418,VA,1999-10-06T12:00:00,RG4,Richmond Brandermill,417,499
en-US,Harrisonburg,Harrisonburg City,"1995 E Market St, Harrisonburg, VA 22801-3433",NWC Hwy. 33 & Neff Ave.,38.425876,-78.843,VA,2005-10-05T12:00:00,RG4,Harrisonburg,457,499
en-US,Virginia Beach,Virginia Beach City,"525 First Colonial Rd, Virginia Beach, VA 23451-6119",NWC First Colonial Rd & I-264,36.846717,-76.022877,VA,1998-07-22T12:00:00,RG4,Virginia Beach East,370,395
en-US,Norfolk,Norfolk City,"1245 N Military Hwy, Norfolk, VA 23502-2228",NWC Military Hwy & Lowery Rd,36.86527,-76.212298,VA,1996-10-02T12:00:00,RG4,Norfolk,370,395
en-US,Virginia Beach,Virginia Beach City,"4554 Virginia Beach Blvd, Virginia Beach, VA 23462-3004",SWC Virginia Beach Blvd/Independence Blvd,36.844625,-76.133441,VA,2012-10-10T12:00:00,RG4,Virginia Beach Pemb,370,395
en-US,Virginia Beach,Virginia Beach City,"2060 S Independence Blvd, Virginia Beach, VA 23453-4747",NEC Princess Anne & Independance Blvd,36.788687,-76.109025,VA,1997-10-08T12:00:00,RG4,Virginia Beach South,370,395
en-US,Virginia Beach,Virginia Beach City,"2233 Upton Dr, Virginia Beach, VA 23454-1186",SEC Elson Green Ave & Princess Anne Rd,36.75582,-76.009786,VA,2008-03-05T12:00:00,RG4,Virginia Beach SE,370,395
en-US,Chesapeake,Chesapeake,"4200 Portsmouth Blvd, STE 600, Chesapeake, VA 23321-2100",NWC Portsmouth Blvd & Taylor Rd,36.828586,-76.414423,VA,2002-03-06T12:00:00,RG4,Chesapeake Sq Mall,370,395
en-US,Chesapeake,Chesapeake,"1316 Greenbrier Pkwy, Chesapeake, VA 23320-0605",SWC Greenbrier Pkwy & Eden Way,36.771766,-76.231762,VA,1996-07-24T12:00:00,RG4,Chesapeake East,370,395
en-US,Colonial Heights,Colonial Heights City,"721 Southpark Blvd, Colonial Heights, VA 23834-3605",NEC Charles H Dimmock & S Park,37.248789,-77.386397,VA,1996-07-24T12:00:00,RG4,Colonial Heights,417,499
en-US,Chesapeake,Chesapeake,"233 Carmichael Way, Chesapeake, VA 23322-2182",NWC Rt 168 & Hillcrest Pkwy,36.659011,-76.234037,VA,2006-10-04T12:00:00,RG4,Chesapeake South,370,395
en-US,Waynesboro,Waynesboro City,"811 Town Center Dr, Waynesboro, VA 22980-9262",SEC I-64 & US 340,38.056309,-78.942225,VA,2007-10-10T12:00:00,RG4,Waynesboro,457,499
en-US,Lynchburg,Lynchburg City,"4028 Wards Rd, Lynchburg, VA 24502-2944",SWC US 29 & Ward Ferry Rd,37.346211,-79.190985,VA,2000-07-19T12:00:00,RG4,Lynchburg,457,499
en-US,Rocky Mount,Nash,"731 Sutters Creek Blvd, Rocky Mount, NC 27804-8452",SWC Bus I-95 & Sutters Ck Blvd,35.971665,-77.813212,NC,1995-03-08T12:00:00,RG4,Rocky Mount,371,395
en-US,Greenville,Pitt,"3040 S Evans St, Greenville, NC 27834-3176",NWC Greenville Blvd & Evans St,35.578601,-77.383195,NC,1996-07-24T12:00:00,RG4,Greenville,371,395
en-US,The Villages,Lake,"716 N US Highway 441, The Villages, FL 32159-3194",SWC US 441 & Rolling Acres Rd,28.933609,-81.939833,FL,2005-10-05T12:00:00,SFL,Lady Lake,324,393
en-US,Saint Augustine,St. Johns,"1440 US Hwy 1 S, Saint Augustine, FL 32084-4211",NEC US 1 & Arapahoe Ave,29.875513,-81.32241,FL,2002-03-06T12:00:00,SFL,St Augustine,313,393
en-US,Palm Coast,Flagler,"5100 E Highway 100, Palm Coast, FL 32164-2365",NEC SR 100 & Belle Terre Pkwy,29.477203,-81.218432,FL,2008-07-23T12:00:00,SFL,Palm Coast,313,393
en-US,Mount Dora,Lake,"17450 US Highway 441, Mount Dora, FL 32757-6748",SEC US 441 & Eudora Rd,28.819623,-81.667715,FL,2005-10-05T12:00:00,SFL,Mt Dora,324,393
en-US,Spring Hill,Hernando,"4401 Commercial Way, Spring Hill, FL 34606-1914",NWC US 19 & Lake in the Woods,28.495282,-82.598506,FL,1994-10-05T12:00:00,SFL,Spring Hill,314,396
en-US,Brooksville,Hernando,"3101 Aerial Way, Brooksville, FL 34604-0629",SEC Suncoast Pkwy Toll & Spring Hill Dr,28.479153,-82.479327,FL,2009-07-22T12:00:00,SFL,Spring Hill East,314,396
en-US,Orange City,Volusia,"2575 Enterprise Rd, Orange City, FL 32763-7960",NEC Enterprise Rd & Saxon,28.915839,-81.29271,FL,1993-10-06T12:00:00,SFL,Orange City,313,393
en-US,Daytona Beach,Volusia,"2380 W International Speedway Blvd, Daytona Beach, FL 32114-1116",NEC Williamson & Volusia Dr,29.183285,-81.079788,FL,1992-03-11T12:00:00,SFL,Daytona Beach,313,393
en-US,Sanford,Seminole,"1201 WP Ball Blvd, Sanford, FL 32771-7204",NEC Town Center Blvd & SR 417,28.798511,-81.336468,FL,2005-03-02T12:00:00,SFL,Sanford,313,393
en-US,Clermont,Lake,"2660 East Hwy 50, Clermont, FL 34711-6034",NEC Hwy 50 & Hancock Rd,28.549307,-81.704866,FL,2003-03-05T12:00:00,SFL,Clermont,324,393
en-US,Lake Mary,Seminole,"4155 W Lake Mary Blvd, Lake Mary, FL 32746-2410",SWC Lake Mary Blvd & Greenwood,28.754586,-81.348846,FL,1993-07-21T12:00:00,SFL,Lake Mary,313,393
en-US,Port Orange,Volusia,"1771 Dunlawton Ave, Port Orange, FL 32127-4757",NEC I-95 & Dunlawton Ave,29.110413,-81.028067,FL,2003-07-23T12:00:00,SFL,Port Orange,313,393
en-US,Altamonte Springs,Seminole,"886 W State Road 436, Altamonte Springs, FL 32714-3006",SEC Semoran Dr & Forest City,28.662944,-81.41757,FL,1991-10-09T12:00:00,SFL,Altamonte Springs,313,393
en-US,Winter Garden,Orange,"3343 Daniels Rd, Winter Garden, FL 34787",NWC SR 429 & Hwy 535,28.521262,-81.584843,FL,2007-10-10T12:00:00,SFL,Winter Garden,324,393
en-US,Casselberry,Seminole,"4410 S Highway 17 92, Casselberry, FL 32707-3290",SWC US 17/92 & Melody Ln,28.671052,-81.340451,FL,1994-10-05T12:00:00,SFL,Casselberry,313,393
en-US,Oviedo,Seminole,"820 Oviedo Mall Blvd, Oviedo, FL 32765-9348",NWC Red Bug Rd & Eastrn Beltwy,28.657927,-81.235633,FL,1994-07-20T12:00:00,SFL,Oviedo,313,393
en-US,Orlando,Orange,"718 Maguire Blvd, Orlando, FL 32803-3706",NWC Maguire Blvd & E Colonial,28.555243,-81.345493,FL,1991-07-24T12:00:00,SFL,East Colonial,324,393
en-US,Winter Park,Orange,"3770 N Goldenrod Rd, Winter Park, FL 32792-8832",SWC University Blvd & Goldenrod,28.595167,-81.288126,FL,2005-07-20T12:00:00,SFL,Orlando East,365,393
en-US,Trinity,Pasco,"2900 Little Rd, Trinity, FL 34655-4420",SEC SR 54 & Little Rd,28.201413,-82.664354,FL,2004-10-06T12:00:00,SFL,Seven Springs,314,396
en-US,Orlando,Orange,"4750 Millenia Plaza Way, Orlando, FL 32839-2434",NEC I-4 & Conroy Rd,28.492932,-81.430165,FL,2003-03-05T12:00:00,SFL,Orlando Millenia,365,393
en-US,Orlando,Orange,"120 W Grant St, Orlando, FL 32806-3932",SWC Orange Ave & Grant St,28.515846,-81.379469,FL,2008-10-08T12:00:00,SFL,Orlando - Sodo,365,393
en-US,Lutz,Pasco,"1040 Dale Mabry Hwy, Lutz, FL 33548-3004",NEC Dale Mabry Hwy & County Line Rd,28.172888,-82.470324,FL,2007-10-10T12:00:00,,Tampa North,314,396
en-US,Wesley Chapel,Pasco,"1201 County Rd 581, Wesley Chapel, FL 33544-9261",NWC Rte 581 & County Line Rd,28.172833,-82.35557,FL,2002-03-06T12:00:00,SFL,New Tampa,314,396
en-US,Kissimmee,Osceola,"3200 Rolling Oaks Blvd, Kissimmee, FL 34747-3052",SEC SR 429 & US Hwy 192,28.344167,-81.614219,FL,2009-03-04T12:00:00,SFL,Orlando SW,365,393
en-US,Orlando,Orange,"880 Sand Lake Rd, Orlando, FL 32809-7710",SEC Sand Lake Rd & Golden Sky Ln,28.449346,-81.390654,FL,1991-07-24T12:00:00,SFL,Orlando South,365,393
en-US,Orlando,Orange,"325 N Alafaya Trl, Orlando, FL 32828-7012",NEC Alafaya Trail & Eastern Ex,28.552201,-81.202171,FL,1999-10-06T12:00:00,ESF,Waterford Lakes,365,393
en-US,Tampa,Hillsborough,"15240 N Dale Mabry Hwy, Tampa, FL 33618-1809",NWC Dale Mabry Hwy & Ehrlich,28.088613,-82.504973,FL,1991-07-24T12:00:00,SFL,North Dale Mabry,314,396
en-US,Orlando,Orange,"2155 Town Center Blvd, Orlando, FL 32837-6801",SWC Orange Blossom & Cntrl FL Grnwy,28.369541,-81.407184,FL,2001-10-10T12:00:00,SFL,Hunters Creek,365,393
en-US,Kissimmee,Osceola,"4795 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746-5332",NEC 192 & Rt 535,28.331561,-81.471396,FL,2004-10-06T12:00:00,SFL,Kissimmee West,365,393
en-US,Tampa,Hillsborough,"13658 University Plaza St, Tampa, FL 33613-4649",NWC Fletcher Ave & 30th St,28.071895,-82.428282,FL,1991-07-24T12:00:00,SFL,University Plaza,314,396
en-US,Davenport,Polk,"5000 Grandview Pkwy, Davenport, FL 33837-2300",SEC I-4 & US Hwy 27,28.232819,-81.643913,FL,2008-03-05T12:00:00,SFL,NE Polk County,314,396
en-US,Palm Harbor,Pinellas,"900 E Lake Rd, Palm Harbor, FL 34685-2430",NWC Hwy 584 & East Lake,28.063326,-82.707556,FL,1991-07-24T12:00:00,SFL,Boot Ranch,314,396
en-US,Lakeland,Polk,"4005 US Highway 98 N, Lakeland, FL 33809-3815",NEC US 98 & Sharon Dr,28.092393,-81.970917,FL,2004-03-03T12:00:00,SFL,Lakeland North,314,396
en-US,Tampa,Hillsborough,"6295 W Waters Ave, Tampa, FL 33634-1100",NWC Waters Ave & Veterans Expy,28.027791,-82.54837,FL,1996-03-06T12:00:00,SFL,Town & Country,314,396
en-US,Tampa,Hillsborough,"11627 W Hillsborough Ave, Tampa, FL 33635-9736",NWC W Hillsborough Ave & Pistol Range Rd,28.015839,-82.612749,FL,2007-10-10T12:00:00,SFL,Tampa West,314,396
en-US,Tampa,Hillsborough,"1544 N Dale Mabry Hwy, Tampa, FL 33607-2551",NWC I-275 & Dale Mabry Hwy,27.957042,-82.508311,FL,2005-07-20T12:00:00,SFL,Tampa Central Walter's Crossing,354,396
en-US,Clearwater,Pinellas,"2747 Gulf To Bay Blvd, Clearwater, FL 33759-3945",SEC US 19 & SR 60,27.958182,-82.724497,FL,2003-10-08T12:00:00,SFL,Clearwater,314,396
en-US,Lakeland,Polk,"3570 Harden Blvd, Lakeland, FL 33803-5928",NEC Polk Pkwy & Harden Blvd,28.000168,-81.972942,FL,2000-10-04T12:00:00,SFL,Lakeland South,314,396
en-US,Brandon,Hillsborough,"187 Brandon Town Center Dr, Brandon, FL 33511-4754",SWC Brandon Blvd & Providence,27.936417,-82.323706,FL,1992-07-22T12:00:00,SFL,Brandon,354,396
en-US,Tampa,Hillsborough,"3625 W Gandy Blvd, Tampa, FL 33611-2607",NEC Gandy Blvd & Dale Mabry,27.894675,-82.504568,FL,1996-10-02T12:00:00,SFL,Gandy,354,396
en-US,Riverview,Hillsborough,"10150 Bloomingdale Ave, Riverview, FL 33578-3612",NEC US Hwy 301 & Bloomingdale Ave,27.89536,-82.333087,FL,2007-10-10T12:00:00,SFL,Brandon South,354,396
en-US,Titusville,Brevard,"3055 Columbia Blvd, Titusville, FL 32780-7865",SEC Columbia Blvd & Windover Way,28.551849,-80.840758,FL,2007-07-25T12:00:00,SFL,Titusville,360,396
en-US,Largo,Pinellas,"10500 Ulmerton Rd, Largo, FL 33771-3544",SEC Ulmerton Rd & Seminole Blvd,27.892652,-82.784993,FL,1991-07-24T12:00:00,SFL,Largo,354,396
en-US,Saint Petersburg,Pinellas,"8151 Dr Martin Luther King St N, Saint Petersburg, FL 33702-4111",SEC ML King & 83rd Ave N,27.846105,-82.644125,FL,1999-03-03T12:00:00,,St Petersburg Gateway,354,396
en-US,Pinellas Park,Pinellas,"7150 US 19 N, Pinellas Park, FL 33781-4600",SWC US 19 & Park Blvd,27.836842,-82.684696,FL,2005-10-05T12:00:00,SFL,Pinellas Park,354,396
en-US,Saint Petersburg,Pinellas,"4450 Park St N, Saint Petersburg, FL 33709-4020",NWC Park St & Tyrone Blvd,27.812701,-82.755764,FL,1996-07-24T12:00:00,SFL,Park & Tyrone,354,396
en-US,Merritt Island,Brevard,"250 Crockett Blvd, Merritt Island, FL 32953-4395",NWC Hwy 3 & Crockett Blvd,28.386689,-80.704665,FL,1996-10-02T12:00:00,SFL,Merritt Island,360,396
